_id,sn,mda,purpose,state,lga,address,landmark,year_commissioned,valuation,lat,lng
asset_57426710c9,202,Medical Rehabilitation Therapy Board,Office Building,Lagos,Yaba,"Central Medical Library Complex
Murtala Mohammed Way, Yaba Terminus Surulere",,,,6.5114693,3.3699982
asset_863d1798bd,203,Medical Laboratory Science Council Of Nigeria,Office Building,Lagos,Yaba,"8 Harvey Rd, Yaba 101245, Lagos",,,,6.5114693,3.3699982
asset_5b6f4780ea,204,Medical And Dental Council Of Nigeria,Office Building,Abuja,AMAC,"Plot 1102, Cadastral Zone B11, Off Oladipo Diya Road, ,Kaura District",Behind Prince and Princess Estate,,,9.0552729,7.4662595
asset_64b46d7d19,205,Medical And Dental Council Of Nigeria Zonal Office,Office Building,Lagos,Victoria Island,"No. 25, Ahmed Onibudo Street, Victoria Island",,,,6.4354722,3.4284225
asset_10df4bdf84,206,Medical And Dental Council Of Nigeria Zonal Office,Office Building,Enugu,Enugu,"No 2,Ridgeway Road, Off Okpara Avenue, G.R.A.",,,,6.4496519,7.5136856
asset_86aa80f1e2,207,Institute Of Public Analysts Of Nigeria,Office Building,Lagos,Yaba,"443, Herbert Macaulay Way, Yaba",,,,6.5114693,3.3699982
asset_c2d66160aa,210,Institute Of Forensics Science Laboratory,Office Building,Lagos,Oshodi,"Nitel Complex, Papa Ajao , Lagos",,,,6.5565591,3.3512795
asset_1040cc8221,211,Institute Of Chattered Chemists Of Nigeria,Office Building,Lagos,Lagos,"3 Road Floor, 443 Herbert Macaulay Way, Lagos Mainland",,,,6.4550575,3.3941795
asset_000ffb2d12,212,Institute Of Child Health,Office Building,Oyo,Ibadan,,,,,7.3786064,3.8969928
asset_d3a5b4cfa4,216,Health Records Officers Registration Board Of Nigeria,Office Building,Abuja,AMAC,"10, Kukawa Street,Off Gimbiya Street,Behind Top Rank Hotel
Area 11, Garki",,,,9.0552729,7.4662595
asset_e6986216c9,217,Health Records Officers Registration Board Of Nigeria North Central Zonal Office,Office Building,Kogi,Lokoja,"Office No. 29, Salma Plaza
Along Ganaja-Ajakuta Road,
Opposite New Tipper Garage",,,,7.802355,6.7430327
asset_78ba42a3b2,218,Health Records Officers Registration Board Of Nigeria North West  Zonal Office,Office Building,Kaduna,Kaduna,"Yusuf Dantsoho Memorial Hospital
Opposite Kaduna Polytechnic
Tudun Wada",,,,10.5182899,7.4359863
asset_23cffa7943,219,Health Records Officers Registration Board Of Nigeria South East  Zonal Office,Office Building,Enugu,Enugu,"University of Nigeria Teaching Hospital (UNTH) Old site,
By Nnamdi Azikiwe Medical complex",Opposite Central Police station (CPS),,,6.4496519,7.5136856
asset_020e47c875,220,Health Records Officers Registration Board Of Nigeria South West  Zonal Office,Office Building,Lagos,Yaba,"8, Harvey Road
Medical Compound
Yaba",,,,6.5114693,3.3699982
asset_d62c8a86e5,221,Health Records Officers Registration Board Of Nigeria South South  Zonal Office,Office Building,Cross River,Calabar,"Room 320-322 Federal Secretariat Complex, Mutala Mohammed Highway",,,,4.9795999,8.3373597
asset_6eb51f0bf1,222,Uthman Dan Fodio University Teaching Hospital,Office Building,Sokoto,Sokoto,"Usmanu Danfodiyo University, Garba Nadama Road",,,,13.0610588,5.2373194
asset_27c30d6d43,223,University Of Port Harcourt Teaching Hospital,Office Building,Rivers,Port Harcourt,"East West Road, Port Harcourt",,,,4.8614169,7.0315348
asset_b552a88385,224,University Of Nigeria Teaching Hospital,Office Building,Enugu,Enugu,,,,,6.4496519,7.5136856
asset_de910f8d8f,225,University Of Maiduguri Teaching Hospital,Office Building,Borno,Maiduguri,,,,,11.8395375,13.1536214
asset_5c3a4b32a9,226,University Of Ilorin Teaching Hospital,Office Building,Kwara,Ilorin,,,,,8.4963657,4.5480484
asset_93758b5b22,227,University Of Calabar Teaching Hospital,Office Building,Cross River,Calabar,,,,,4.9795999,8.3373597
asset_f5eb0ccd16,228,University Of Benin Teaching Hospital,Office Building,Edo,Benin,"Benin Lagos Express Road, Uselu",,,,6.3330586,5.6221058
asset_f25026b032,229,University Of Abuja Teaching Hospital,Office Building,Abuja,Gwagwalada,,,,,8.9360261,7.0859144
asset_ac8b0724b6,230,University College Teaching Hospital,Office Building,Oyo,Ibadan,"Queen Elizabeth I I Road, Agodi",,,,7.3786064,3.8969928
asset_dbce8b4143,231,Obafemi Awolowo University Teaching Hospital,Office Building,Osun,Ile Ife,Oshogbo - Ilesha Rd,,,,7.482824,4.5604451
asset_dafe94f26e,232,Nnamdi Azikiwe University Teaching Hospital,Office Building,Anambra,Nnewi,College of Health Sciences,,,,6.019531,6.917181
asset_e8153743a5,233,Lagos University Teaching Hospital,Office Building,Lagos,Lagos,"Ishaga Rd, Idi-Araba, Lagos",,,,6.4550575,3.3941795
asset_a309771c1e,234,Jos University Teaching Hospital,Office Building,Plateau,Jos,Katon Rikkos,,,,9.894159,8.917262
asset_fb23e05930,235,Aminu Kano University Teaching Hospital,Office Building,Kano,Kano,Ungwa Uku,,,,11.9939978,8.5219738
asset_295ee34385,236,Ahmadu Bello University Teaching Hospital,Office Building,Kaduna,Zaria,Tudan Wada,,,,11.0248119,7.6518533
asset_f1eaafd850,237,Federal Staff Clinics,Office Building,Abuja,AMAC,"2nd Avenue, Gwarinpa Estate",,,,9.0552729,7.4662595
asset_2b18d343fc,238,Federal Staff Clinics,Office Building,Lagos,Lagos,"Ebute Metta, Lagos",,,,6.4862553,3.3856122
asset_26daa7ef8d,239,Federal Staff Clinics,Office Building,Sokoto,Sokoto,"Abdulahi Fodio Rd, Minanata",,,,13.0610588,5.2373194
asset_a8f519870d,240,Federal Staff Clinics,Office Building,Rivers,Portharcourt,"Isaiah Odulu St, New GRA",,,,4.8416028,6.8604088
asset_362c052c37,241,Federal Staff Clinics,Office Building,Imo,Owerri,"105 Hospital Road, Orlu Rd,",,,,5.489736,7.0341973
asset_d15ced1e11,242,Federal Staff Clinics,Office Building,Borno,Maiduguri,"Barno, Hausari",,,,11.8395375,13.1536214
asset_786b9bebff,243,Federal Staff Clinics,Office Building,Lagos,Somolu,"49 Shipeolu St, Somolu",,,,6.5387915,3.3684875
asset_9218d15344,244,Federal Staff Clinics,Office Building,Kano,Kano,"1st Floor Federal Secretariat, No. 1, Murtala Muhammed Way, Katsina Road - Kano, RM 120 - 121",,,,11.9939978,8.5219738
asset_a063841e35,245,Federal Staff Clinics,Office Building,Kaduna,Kaduna,"44 Barnawa Close, Kabala Doki",,,,10.5182899,7.4359863
asset_8c40ac1f35,246,Federal Staff Clinics,Office Building,Plateau,Jos,,,,,9.9175125,8.8979401
asset_5ab24af100,248,Federal Staff Clinics,Office Building,Oyo,Ibadan,"Agric Rd, Mokola Hill",,,,7.3786064,3.8969928
asset_9fe1754f01,249,Federal Staff Clinics,Office Building,Abuja,,"3 Shehu Shagari Way, Garki",,,,9.0643305,7.4892974
asset_89900d95c3,250,Federal Staff Clinics,Office Building,Enugu,,"Ituku St, New Haven",,,,6.4602033,7.5290515
asset_4fbc355b30,251,Federal Staff Clinics,Office Building,Cross River,,"84 Ndidem Usang Iso Rd, Big Qua Town",,,,5.8671966,8.5204774
asset_89c56fd004,252,Federal Staff Clinics,Office Building,Edo,Benin,"New Lagos Rd, Uselu",,,,6.3330586,5.6221058
asset_d1bf60dfe5,254,Federal Staff Clinics,Office Building,Ondo,Akure,Oda Rd,,,,7.213196,5.2223924
asset_24b13546b4,255,Federal Staff Clinics,Office Building,Abuja,AMAC,"Plot 2 Off Samuel L. A. Blvd, Abuja",,,,9.0552729,7.4662595
asset_4e095697aa,256,Federal Staff Clinics,Office Building,Abuja,AMAC,"Federal secretariat complex, Abuja",,,,9.0552729,7.4662595
asset_84d4f7137a,257,Federal Staff Clinics,Office Building,Ogun,Abeokuta,"Healthy Ways, &nbsp 110118, Abeokuta",,,,7.161,3.348
asset_3053ad2005,259,Federal Staff Clinics,Office Building,Akwa Ibom,Uyo,"Mkpok, Eket",,,,4.990237,7.9974399
asset_7e758708fb,261,Federal Staff Clinics,Office Building,Abia,Umuahia,"Aba Rd, Umu Obasi",Guaranty Trust Bank,,,5.5324032,7.4924165
asset_4d08d31d41,262,Federal Staff Clinics,Office Building,Benue,Makurdi,Abubakar Atiku Road,,,,7.7312634,8.538425
asset_e4afefae21,266,Federal Staff Clinics,Office Building,Delta,Asaba,"Nnebisi Road, Isieke , Asaba",,,,6.1858825,6.7297071
asset_10c01d005d,267,Federal Staff Clinics,Office Building,Ebonyi,Abakaliki,"Ebo, Federal Teaching Hospital, FMC Road",,,,6.3208897,8.1133202
asset_00bb7c3f66,268,Federal School Of Physiotherapy,Office Building,Kano,Kano,Unguwa Uku,,,,11.9563778,8.5737499
asset_b211a4b4aa,269,Federal School Of Occupational Therapy,Office Building,Lagos,Oshodi,"Nitel Complex, Oshodi-Isolo",,,,6.5565591,3.3512795
asset_6d12d75392,270,Federal School Of Dental Technology And Therapy,Office Building,Enugu,Enugu,"Bishop Shanahan Rd, Trans-Ekulu",,,,6.4496519,7.5136856
asset_f74a5c2e4a,271,Federal Medical Centers,Office Building,Ekiti,Ido Ekiti,Ifaki Ido Road,,,,7.8467169,5.1813195
asset_4acf1b67b3,272,Federal Medical Centers,Office Building,Lagos,Ikeja,,,,,6.5974727,3.3432815
asset_525ef080b5,296,Environmental Health Officers Tutors,Office Building,,,,,,,,
asset_3176a821c2,297,Dental Therapists Registration Board,Office Building,Lagos,Ikoyi,"Towers Road, off, Oba Adeyinka Oyekan Avenue",,,,6.4523431,3.4280523
asset_dcbc4fada0,298,Dental Technology Registration Board,Office Building,,,,,,,,
asset_97b2f0aef5,299,"Community Health Tutor Programme , UCH",Office Building,Oyo,Ibadan,,,,,7.3786064,3.8969928
asset_5fea96a0a2,301,Board Of Psychiatric Hospitals,Office Building,,,,,,,,
asset_865336e472,302,Board of Orthopedic Hospitals,Office Building,,,,,,,,
asset_4adf475cc4,,FEDERAL ROAD SAFETY CORPS,Office Building,,,,,,,,
asset_3f8cb2fb46,303,Federal Roads Safety Corps FRSC,Office Building,Bauchi,Bauchi,"25 Sultan Abubakar RD, Fadama Mada Estate",,2001,,10.3168749,9.8410189
asset_ac3a3b48c5,304,Federal Roads Safety Corps FRSC,Office Building,Jigawa,Dutse,"Off Garu RD, behind Unity bank, Dutse",,2009,,11.6909859,9.3390747
asset_1cc5d48bde,305,Federal Roads Safety Corps FRSC,Office Building,Edo,Egor,"39 Jonathan Akpoborie St. BDPA Estate Ugbowo, Benin City",BDPA Estate,1992,,6.3438385,5.5615668
asset_4c848b2f68,306,Federal Roads Safety Corps FRSC,Office Building,Akwa Ibom,Uyo,"16 Information Drive, Off IBB Way",Opposite E-Library,2010,,4.990237,7.9974399
asset_8a36cc2075,307,Federal Roads Safety Corps FRSC,Office Building,Kogi,Lokoja,"3-5, Hassan Usman Katsina Rd",GSSS Zone 8,2012,,7.8249634,6.6876294
asset_0fd24c5463,308,Federal Roads Safety Corps FRSC,Office Building,Yobe,Damaturu,Beside NUJ Gashua Road,NUJ Secretairiat,2010,,11.747,11.9608
asset_4b7d97f624,309,Federal Roads Safety Corps FRSC,Office Building,Adamawa,Jimeta- Yola North,"Plot 11, Behind Fed Secretairiat, Jimeta",Federal Scretairiat,2010,,9.2425665,12.2390937
asset_1f0cbf92ee,310,Federal Roads Safety Corps FRSC,Office Building,Sokoto,Sokoto,"D1/32 Gusau Rd, NearSultan Atiku Sec Sch., by UBA",Sultan Abu Road,2006,,13.0610588,5.2373194
asset_5efb2ee6d5,311,Federal Roads Safety Corps FRSC,Office Building,Zamfara,Gusau,"Behind 58, Housing unit, Off Sokoto bye pass",Ministry Local Govt and Cheiftaincy Affairs,2009,,12.1658358,6.6606398
asset_c18b044a74,312,Federal Roads Safety Corps FRSC,Office Building,CrossRiver,Calabar,"Block 9, Plot 8 FHA, By NTA Calabar",NTA Calabar,1980,,,
asset_436dbed7fd,313,Federal Roads Safety Corps FRSC,Office Building,Benue,Makurdi,"Along Jonah Jang Crescent, Behind Rain Oil",Rain Oil Petrol Statin,2010,,7.7312634,8.538425
asset_1704bc7946,314,Federal Roads Safety Corps FRSC,Office Building,Kwara,Ilorin East,"28, Offa Rd GRA, Opp St Anthony College",St Anthony College,2012,,8.5932799,4.7853981
asset_f678d574c4,315,Federal Roads Safety Corps FRSC,Office Building,Kaduna,Kaduna North,"No7, Bida Rd, Opp High Court",High Cort,1983,,10.5561853,7.4527471
asset_c18d1d7216,316,Federal Roads Safety Corps FRSC,Office Building,Oyo,Ibadan,"Behind New Appeal Court, Off Adeoye Rd",Federal High Court,2008,,7.3786064,3.8969928
asset_d555de9103,317,Federal Roads Safety Corps FRSC,Office Building,Ogun,Abeokuta,"Behind INEC HQ, Shagamu Rd",Olusegun Obasonjo Presidential Lib,2011,,7.161,3.348
asset_f3bf4f6df9,318,Federal Roads Safety Corps FRSC,Office Building,Niger,"Chanchaga, Minna","7 Ladi Kwali Rd, off IBB Rd",NTA Minna,1999,,9.9326083,5.6511088
asset_9bb9585da1,319,Federal Roads Safety Corps FRSC,Office Building,Ekiti,Ado-Ekiti,"Plot9, Block8, Fed Secretairiat Layout",New JAMB Office,2014,,7.6232482,5.22274
asset_453705ebca,320,Federal Roads Safety Corps FRSC,Office Building,"FCT, Abuja",AMAC,"3, Maputo Street, Zone 3","Post Office, Wuse Zone 3",,,9.0552729,7.4662595
asset_2d8184626d,332,Federal Roads Safety Corps FRSC,Office Building,Kano,KMAC,",Ministry Of Works Building","Darada Road, Kano Municipal",,,11.9939978,8.5219738
asset_48b0f7ec16,333,Federal Roads Safety Corps FRSC,Office Building,Kano,Nasarawa,Along Hadeija Road,Along Hadeija Road,,,12.2185,8.81501
asset_4b2e9d9144,334,Federal Roads Safety Corps FRSC,Office Building,Kano,Kura,FERMA Building along Zaria Road,Zaria-Kano Road,,,11.7791433,8.4743857
asset_ed39661b6a,335,Federal Roads Safety Corps FRSC,Office Building,Katsina,KMAC,Sokoto Rima RiverBasin. Kofa Ndaka Rd,Kofa Ndaka,,,12.5630825,7.6207063
asset_7d79ab1cd9,336,Federal Roads Safety Corps FRSC,Office Building,Katsina,Funtwa,"Former PDP secretairiat, western bye pass",Zamfara road,,,12.5630825,7.6207063
asset_5ccbf0bf34,337,Federal Roads Safety Corps FRSC,Office Building,Katsina,Daura,Former NRC Secretairiat Daura,Daura-Kano Road,,,13.035917,8.319388
asset_9250312bbe,338,Federal Roads Safety Corps FRSC,Office Building,Katsina,Koza,"FERMA Office alonf Dutsama road, Koza",Dutsama Road,,,13.0877615,8.3422238
asset_4dfd41ce6f,339,Federal Roads Safety Corps FRSC,Office Building,Katsina,Katsina,"Along Kano Road, Malumfashi",Kano Road,,,12.9894283,7.6006278
asset_8ad6d0835d,340,Federal Roads Safety Corps,Office Building,Jigawa,Dutse,"Former Party House, Kiyawa Dutse",Kiyawa Road,,,11.6909859,9.3390747
asset_5ef3c0147e,341,Federal Roads Safety Corps FRSC,Office Building,Jigawa,Hadeja,Old Barracks Building,Unguru Road,,,12.1847749,9.4665931
asset_45cef8498a,342,Federal Roads Safety Corps FRSC,Office Building,Jigawa,Gumel,"Maigatari Road, Gumel",Maigatari road,,,12.7254462,9.4085308
asset_8b8bfa8f08,343,Federal Roads Safety Corps FRSC,Office Building,Lagos,Ojodu,"Near Berger Bus stop, Lagos",Berger Bus Stop,,,6.6386161,3.3698899
asset_510bd171b6,345,Federal Roads Safety Corps FRSC,Office Building,Lagos,Epe,"Mechanic village,Ita-Osigbo, Epe","Mechanic village,Ita-Osigbo, Epe",,,6.5857286,3.975694
asset_8b27e06e86,346,Federal Roads Safety Corps FRSC,Office Building,Lagos,Badagry,Ajara Corper,Badary-Seme ExpressWay,,,6.4393223,2.9060324
asset_2269bf6017,347,Federal Roads Safety Corps FRSC,Office Building,Lagos,Isolo,"No 5, Dicor street, Okota , Isolo","Okota, Isolo",,,6.5285086,3.3187801
asset_3c409bc5d3,348,Federal Roads Safety Corps FRSC,Office Building,Ogun,,"Former Toll Gate, Ijebu Ode",,,,6.9788582,3.4389293
asset_a9966f6c2b,349,Federal Roads Safety Corps FRSC,Office Building,Ogun,,"Former Toll Gate, Otta",,,,6.9788582,3.4389293
asset_d8ee702e88,350,Federal Roads Safety Corps FRSC,Office Building,Lagos,,"Km 46, Lagos- Ibadan Express Way",,,,6.4550575,3.3941795
asset_8e01a3de77,351,Federal Roads Safety Corps FRSC,Office Building,Ogun,Sagamu,Express way Interchange,"Km 162, Lagos-Ibadan Way",,,6.8477165,3.6440551
asset_df50b421ab,352,Federal Roads Safety Corps FRSC,Office Building,Ogun,Ikokia,"K m1, Idiroko-Otta","Km1, Idiroko-Otta",,,6.9788582,3.4389293
asset_11c25b2cb4,353,Federal Roads Safety Corps FRSC,Office Building,Ogun,Agbado,"Block 8/9,Are Ago Street","Agbado, Ogun State",,,6.6870966,3.3031122
asset_534f757b37,354,Federal Roads Safety Corps FRSC,Office Building,Ogun,LGA,"Km 1, Abeokuta-Lagos Express Way",Abeokuta- Lagos expressway,,,6.9788582,3.4389293
asset_782c46fd97,355,Federal Roads Safety Corps FRSC,Office Building,Adamawa,Yola,Former State Party House,Yola-Mubi Road,,,9.2089255,12.4802485
asset_c03c52d81b,357,Federal Roads Safety Corps FRSC,Office Building,Adamawa,Hong,Adjacent LG Secretairiat Hong,LG Secretairiat Hong,,,10.2622947,12.9479254
asset_b1525d2aa9,358,Federal Roads Safety Corps FRSC,Office Building,Adamawa,Gerei,"Former Toll Gate, adjacent FUT Yola gate, Gerei",FUT Yola,,,9.5129772,12.3881887
asset_d59089a0f9,359,Federal Roads Safety Corps FRSC,Office Building,Adamawa,Michika,"Former Party Secretairiat, Michika",Michika-Madagali Road,,,10.577505,13.4045579
asset_3266280639,360,Federal Roads Safety Corps FRSC,Office Building,Plateau,Jos North,"Former State Party House, Zaria road, Jos","Zaria road,Jos",,,9.9421959,8.8929852
asset_919c3ffb0f,362,Federal Roads Safety Corps FRSC,Office Building,Plateau,Langtan North,"Former Party House, Km 1, Yelwa Ward, Langtan","Km 1, Yelwa ward, Langtan",,,9.0583446,9.6826289
asset_149ac2b012,363,Federal Roads Safety Corps FRSC,Office Building,Plateau,Jos South,FERMA Building along Jos-Forest Road,Jos-Forest Road,,,9.7587528,8.8487805
asset_582f23b755,364,Federal Roads Safety Corps FRSC,Office Building,Benue,Kaastina-ala,"Former Toll gate, Kastina-ala","Ogoja roundabout, Kastina-ala",,,7.3505747,8.7772877
asset_389aebe7b8,365,Federal Roads Safety Corps FRSC,Office Building,Nasarawa,Akwanga,"Former LG Party House,Wamba Rd","Wamba Road, Akawanga",,,9.0152703,8.3406254
asset_409e22ca4b,366,Federal Roads Safety Corps FRSC,Office Building,Nasarawa,Keffi,"Former LG Party House, Keffi-Akwanga Road",Keffi-Akwanga Road,,,8.8453176,7.876834
asset_2acdfb9f31,367,Federal Roads Safety Corps FRSC,Office Building,Nasarawa,Nasarawa-toto,Fed. Min. Works & Housing,Low-cost Housing Estate,,,8.4387868,8.2382849
asset_0cde5e5ac8,369,Federal Roads Safety Corps FRSC,Office Building,Edo,Auchi,"Former LG house, Angle 90, Auchi",Angle 90,,,7.067445,6.267666
asset_b1c95da647,370,Federal Roads Safety Corps FRSC,Office Building,Edo,Okada,"km 18, Benin-Ore","km 18, Benin-Ore",,,6.732728,5.389892
asset_a19fedaae8,371,Federal Roads Safety Corps FRSC,Office Building,Edo,,"No 5, Aigbomian Street, Idomu-Enolen",Off Benin-Auchi Road,,,6.6076575,5.9722713
asset_0725c85726,372,Federal Roads Safety Corps FRSC,Office Building,Delta,Sapele,"Former State Party House, Off Sapele road",Off Spaele Road,,,5.8948144,5.6795885
asset_087da90e0c,373,Federal Roads Safety Corps FRSC,Office Building,Delta,,"FERMA Building KM 9, Benin-Akure Road",Benin- Akure Road,,,5.5273061,6.1784167
asset_b270ed73b3,374,Federal Roads Safety Corps FRSC,Office Building,Edo,Okpella,FERMA  building Km1 Okpella,Okpella,,,7.271964,6.3449966
asset_bff69f3d1c,375,Federal Roads Safety Corps FRSC,Office Building,Edo,Abudu,"FERMA building, Km 43, Benin-Agbor road",Benin-Agbor road,,,6.2948651,6.0297447
asset_33694b8cbd,376,Federal Roads Safety Corps FRSC,Office Building,Edo,Esan North,By Primary Health Care Center,Opp Idumu Uwange Pri. Sch.,,,6.7867315,6.4334884
asset_f6de4bd5fb,377,Federal Roads Safety Corps FRSC,Office Building,Delta,Agbor,Former Party House,"Agbor, Along Onitsha",,,6.2578135,6.182193
